Attribute,Value
MeanAmplitude,0.6440046892542705
StdAmplitude,0.007932470811032034
MeanSpeed,0.9739260087752707
StdSpeed,0.11494843702636276
MeanRMSVelocity,3.038895109336171
StdRMSVelocity,0.21229226245225105
MeanOpeningSpeed,1.8167268086588186
stdOpeningSpeed,0.37409405913897836
meanClosingSpeed,2.225119210300055
stdClosingSpeed,0.4835599492440942
meanCycleDuration,0.6705128205128204
stdCycleDuration,0.0793008568932929
rangeCycleDuration,0.35000000000000053
rate,1.4444444444444444
amplitudeDecay,0.9991737958599479
velocityDecay,1.0977751532901747
rateDecay,1.1025641025641026
cvAmplitude,0.012317411570741031
cvCycleDuration,0.11826896439152673
cvSpeed,0.11802584178947276
cvRMSVelocity,0.06985837115603015
cvOpeningSpeed,0.20591651829872526
cvClosingSpeed,0.21731867084051043
