Attribute,Value
MeanAmplitude,0.5658310948845762
StdAmplitude,0.14369370531786083
MeanSpeed,2.0908050375688587
StdSpeed,0.4567755889103325
MeanRMSVelocity,5.118393455332466
StdRMSVelocity,1.0805028774986234
MeanOpeningSpeed,4.399983076738073
stdOpeningSpeed,0.9082267600174356
meanClosingSpeed,4.043051429443802
stdClosingSpeed,1.1016183923271496
meanCycleDuration,0.2692307692307692
stdCycleDuration,0.019443270369362945
rangeCycleDuration,0.04999999999999982
rate,3.93939393939394
amplitudeDecay,1.3390557094947033
velocityDecay,1.2982952649187438
rateDecay,0.9769585253456221
cvAmplitude,0.2539515884102709
cvCycleDuration,0.07221786137191952
cvSpeed,0.2184687623679446
cvRMSVelocity,0.2111019574653702
cvOpeningSpeed,0.2064159666474784
cvClosingSpeed,0.27247202058933445
