Attribute,Value
MeanAmplitude,0.30911711764302374
StdAmplitude,0.19899976586023096
MeanSpeed,0.6062715863077213
StdSpeed,0.2624063073903568
MeanRMSVelocity,1.6523893402894925
StdRMSVelocity,0.6116513627275623
MeanOpeningSpeed,1.6313413411277355
stdOpeningSpeed,0.8012755852504656
meanClosingSpeed,1.041603379908696
stdClosingSpeed,0.49874042021594855
meanCycleDuration,0.49333333333333335
stdCycleDuration,0.19510680835549196
rangeCycleDuration,0.8166666666666669
rate,1.7699115044247788
amplitudeDecay,1.6108569328506022
velocityDecay,1.1649877713896721
rateDecay,0.9883040935672514
cvAmplitude,0.6437681852676982
cvCycleDuration,0.3954867736935648
cvSpeed,0.43281973510988353
cvRMSVelocity,0.3701617698770698
cvOpeningSpeed,0.49117592072824506
cvClosingSpeed,0.4788198942477191
