Attribute,Value
MeanAmplitude,0.6534551406544525
StdAmplitude,0.04917653984879702
MeanSpeed,1.4877056331722658
StdSpeed,0.10995282342565381
MeanRMSVelocity,3.9388964949978966
StdRMSVelocity,0.23048669734928143
MeanOpeningSpeed,3.310442130814325
stdOpeningSpeed,0.46886257247304347
meanClosingSpeed,2.772262477414053
stdClosingSpeed,0.3401767289749909
meanCycleDuration,0.43974358974358985
stdCycleDuration,0.02405341415294066
rangeCycleDuration,0.03333333333333366
rate,2.328358208955224
amplitudeDecay,1.0112729442957953
velocityDecay,1.0044823556367029
rateDecay,0.9772520473157416
cvAmplitude,0.07525618330823049
cvCycleDuration,0.05469872606208079
cvSpeed,0.0739076474364079
cvRMSVelocity,0.05851555064774671
cvOpeningSpeed,0.1416314056991866
cvClosingSpeed,0.12270725869085287
